name,review,rating
Jefferson Alan,Péssima. O banco bloqueou minhas contas de outros bancos porque recebi um golpe e depois se recusou a ajudar a solicionar. Acabaram com minha vida. Além de levar um golpe tive minha conta da Caixa excluida e o app do Bradesco bloqueado. Tudo isso por causa de uma denúncia errada do C6 Bank no dia 26/02/23. A atendente Luciana G. Sem educação ainda encerrou a solicitação na cara do cliente. Me deu todos os motivos para retirar minha conta desse banco. Não recomendo a ninguém.,1.0
Helena Lourenço,"Fiz alguns empréstimos pelo fgts saque aniversário, aposentei e a Cef liberou o fgts p o C6 quitar os empréstimos antecipadamente. Isso foi no dia 05/07 e até agora consta em aberto. Os atendentes não sabem dar informações. É como se eu estivesse falando outro idioma. A ouvidoria tbm não sabe dar informações. Só respostas automáticas. Pior q estão com todo o valor dos empréstimos q foi bloqueado por garantia. Devo bem menos do q está em poder do banco. Hj já está em 12 dias q a Cef enviou o dinheiro. Qto tempo demora uma liquidação bancária? Estão se apropriando de um dinheiro q é meu, além de não quitarem os empréstimos e eu estar pagando juros. Um absurdo. Não recomendo um banco q desrespeita o cliente dessa forma. O Bacen tem q tomar uma atitude.

Helena Lourenço",1.0
Aline Viana da Silva,"Um chat que não funciona, nunca se consegue contato com um atendente. As opções do atendente virtual não te permitem sanar suas dúvidas. Pelo WhatsApp é pior ainda. Ou seja, o relacionamento e o atendimento é péssimo, principalmente ao se comparar com o Nubank em que somos prontamente atendidos. Não se paga tarifa e ainda tem a opção da caixinha. Há mais de uma ano com a conta aberta, nunca consegui limite no cartão de crédito, no Nubank consegui no primeiro dia e só aumento. Esse banco é uma vergonha, aprendam com quem sabe!",1.0
Helen Souza Chiaratti,"Esse péssimo banco vem mantendo minha conta em modo consulta desde do dia 14 de junho, estou sem poder utilizar meu saldo de mais de 1304 reais e não consigo resgatar minha aplicação tbm, já fiz solicitação com protocolo n. 202352053018 por exemplo E até o dia de hoje meu dinheiro continua bloqueado nesse banco horrível, enviam respostas automáticas de bots e não resolvem meu problema, infelizmente vou ter que ter a dor de cabeça de recorrer a justiça pra reaver MEU dinheiro, fujam desse banco enquanto é tempo, pior atendimento da história dos bancos digitais, eles simplesmente bloqueiam seu dinheiro e criam a maior dificuldade pra te devolver, vou recorrer a justiça e ter mais essa dor de cabeça, retirem seu dinheiro desse banco falido    FICA AQUI MEU ALERTA E INDIGNAÇÃO   ",1.0
Luka,"Banco horrível! Se quiser evitar problemas na sua vida e no seu dia, evite esse lugar e essa instituição como um todo... pelo aplicativo não é diferente. Recebo e-mail e ligação de cobrança com meu boleto em ordem no prazo... após dez dias do pagamento eles ainda ligam cobrando isso sem atrasar nenhum dia. Minha caixa de email é inundada por propagandas e e-mails desse banco lixo, dez dias antes do meu boleto vencer chegam em torno de 80 mensagens avisando sobre a data de vencimento. Lixo! Não entrem",1.0
Claudio Tadashi,"fujam desse banco, um dos piores atendimento que já passei (praticamente 100% chatbot ou resposta genérica), fiz uma reativação de conta (anteriormente tinha limite no cartão) e agora tenho limite zero. Solicitei aumento de limite e pra minha surpresa fui negado, ou melhor, me deram um cartão de crédito que tem limite zero kkkkkk é quase uma piada. Não me dê o cartão se não posso ter limite. (dando contexto, tenho limite em outros bancos e bom score no serasa) - sem contar que coloquei dinheiro no CDB e ele vive sumindo (aparece como saldo zero) precisa esperar dias para aparecer novamente.",1.0
Danilo Daguis Petrimperni,"Tive o carro furtado e não consigo falar diretamente com o banco!
A empresa Bellinati Perez, negociei com eles e me disseram que o banco aceitou a proposta e pedi que me mandassem um boleto com um prazo estendido para que o seguro realize o pagamento! Já é a segunda vez que me enviam o boleto com o vencimento para o mesmo dia ( impossível o seguro fazer o pgto pois existe um processo igual ao de vocês!
Estou de verdade tentando resolver a melhor forma mas está difícil!
E não consigo falar com o C6 bank para negociar!

Uma vez que consegui o atendente disse que eu tinha que negociar com a concessionária que me vendeu o carro, ainda retruquei falando que quem emprestou o dinheiro foi o banco e não a concessionária ( ridículo)
Equipe completamente despreparada!",1.0
Raphael Henrique,"Além do sistema do aplicativo ativar, sem meu consentimento, o sistema de cheque especial (que descobri meses depois), o aplicativo nunca dava andamento nas minhas solicitações de encerramento de conta, alegando que ainda eu tinha saldo pendente na minha conta. O mesmo foi alegado na primeira vez que eu liguei presencialmente via telefone. Somente na segunda vez que eu consegui realizar o cancelamento. Banco bem zoado.",1.0
Rubens Amado,"Pessimo banco, pessimo suporte e encerram sua conta do nada.... Nao indico a ninguem. Esse banco nao deveria nem estar funcionando. Mandaram um email que minha conta estaria sendo encerrada e eu teria 30 dias, com 15 dias minha conta foi encerrada e todo meu saldo foi transferido para o proprio c6 bank, sem autorizacao e sem comunicado, passei todos os meus dados de outra conta de minha titulariadade para que eles pudessem me enviar o meu dinheiro e adivinha, ja estou com 5 dias uteis e 8 dias corridos e nada de devolverem meu dinheiro, nada de ser atendido com alguem que resolva algo, robo e robos e quando chegamos em um humano, nao podem fazer nada.. so aguardar. Nao percam tempo q seu dinheiro pode ficar com eles. Irresponsaveis.",1.0
Sandro Silva,"Uma falta de respeito. Não consigo falar com ninguém do banco, apenas com robô que nós deixa frustrado.

Estou tentando cancelar minha conta e eles ficam enrolando. faço a solicitação, pago valores em aberto mas recebo e-mail dizendo que não foi possível o cancelamento.
Eu nem usei esse banco para nada, nem desbloqueei os cartões porque logo vi que não é para mim um banco que não tem contato com o cliente. A gente passa muito nervoso falando com o sistema cheio de falhas.",1.0
Paola Gomes de Almeida,"Péssimo banco! Retiraram o meu limite do nada! Sempre paguei meu boleto em dia! Uma vergonha. É exatamente o relato abaixo:
Oferecem limite de cartão de crédito alto para atrair. Você traz seu giro financeiro para o banco e, assim que possui parcelamentos no cartão, cortam o limite para perto de zero e mandam e-mails e sms oferecendo limite em troca de depósito em CDB. Completo desrespeito e abuso para com os clientes, vergonhoso. Não seja cliente desse banco.
Ps: observe como as respostas desse péssimo banco são sempre iguais a essa aqui embaixo. Não resolvem NADA. É um completo descaso, abuso e desrespeito.",1.0
Ingrid Antunes,"Se tivesse como dar 0 eu dava! Como um banco pode tirar todo limite de crédito que disponibilizou do nada?! E ainda deixar a gente Negativada , e eu ainda tenho nome limpo , a gente conta com o limite , pior banco de todos e não indico para ngm",1.0
Guilherme Rodrigo,"Por mim não daria nenhuma estrela, pois confiei nesse banco por menos limite de crédito que me deram porém nunca deixei de pagar e agora tirar meu limite que me ajudava em vários fatores...
Já estou cancelando minha conta.

Cliente aqui tem valor 0.
Não mandam nenhum aviso e já vão tomando partida.

Parabéns vocês não reconhecido não pela qualidade e confiança mais sim por números de reclamações que ganham ao decorrer dos dias.",1.0
Gustavo Giserman,"Passei pelo processo inteiro de abertura de conta de empresa (PJ) e na primeira tentativa de operar as finanças da empresa a CONTA foi completamente BLOQUEADA! Não tenho avisos, justificativas, esclarecimentos nem pedidos de documentos que eu possa fazer para agilizar o processo de desbloqueio, enquanto isso os boletos estão para vencer e multas vão chegar. Já tentei comunicação de todos os modos possíveis e não estão dispostos a ajudar. Um absurdo completo, nunca vi isso na minha vida!",1.0
Lais Lima,Péssimo banco. Cliente não vale nada pra eles. Pedi um extorno de cartão de crédito de uma compra que não recebi e eles não fazem nada e querem me obrigar a pagar.,1.0
Yasmin Karen,"Pior banco que existe na face da Terra, do nada recebi um email, dizendo que minha conta estava sendo encerrada, pedi para que me enviassem minhas faturas para que eu pudesse pagar o valor total, recebi o boleto com o valor total das faturas, paguei pelo aplicativo, e agora o banco está me cobrando mais três faturas, sendo que já foi efetuado o pagamento.
Ligo na central ninguém atende, o chat de vocês é o pior que existe, não consigo nenhum atendimento, mando email e recebo respostas de robôs, respostas que não é nada  com o que preciso solucionar.
E aí? Como fico, pago de novo uma conta que já foi paga? Total descaso com os clientes.",1.0
Gabriel Masetto,"Demorei 1 dia pra pagar a fatura do cartão ( porque o App estava desatualizado e não sabia ). Enviei mensagem e a atendente disse pra atualizar, atualizei e consegui, até aí ok..
Depois de pagar a fatura, simplesmente suspenderam meus limites de crédito e cheque especial, alegando que o banco está fazendo uma análise do meu crédito que pode levar até 180 dias, isso mesmo, 180 DIAS !!!
Não dá pra levar a sério um banco desses, trabalho com conta física e Pj nesse banco e até hoje a única coisa boa é a tag..

C6 Bank já foi ótimo, indiquei pra vários amigos que criaram contas mas não indico mais a ninguém !!",1.0
Silvia Gabriela,"Desde o primeiro contato com esse banco eu só tenho aborrecimentos! Primeiro, meu cartão da conta PF foi extraviado e o banco cobrou a emissão da segunda via sendo que NÃO FOI CULPA MINHA
Depois, abri uma conta PJ e fui surpreendida com uma dívida de R$60,99 cadastrada no Serasa.
Não consigo falar com ninguém deste banco!

Estou cansada de entrar no chat e não resolver nada. EU QUERO RESOLVER MEU PROBLEMA!!!

QUERO FALAR COM UM ATENDENTE HUMANO",1.0
Jean Gustavo,"Horrível não tem suporte nenhum ao cliente só um chat robotizado que não resolve nada! Pedi um atendimento humanizado ou contato do gerente e nada, estou com um valor em conta bloqueado que é o valor quase que total referente a uma cirurgia que preciso pagar até hoje a tarde e não consigo desbloquear o dinheiro para o pagamento, pergunto qual o motivo do bloqueio e dizem que vão me enviar um e-mail informando em até 5 dias uteis, perguntei se tem alguma ordem judicial bloqueando minha conta eles dizem que não sabem dizer, perguntei para meu advogado ele disse que não tenho nenhum processo ou ordem judicial de bloqueio de conta de conta! e ai C6 bank vão resolver o meu problema ou vou ter que entrar com uma ação judicial contra vocês?

olha até a resposta do Google dele é robotizada que arrependimento de colocar esse dinheiro nesse banco!",1.0
Andressa Castro,"Banco péssimo. O Nubank tem a opção de adiantar parcelas no próprio app. Fora que te dão desconto quando antecipam. Aqui vc tem que solicitar no chat e eles demoram muito pra trazer a parcela pra fatura atual. Fora que no Nubank vc consegue juntar faturas e pagar tudo, aqui não dá pra juntar. Você “adianta” só a que está em aberto. Eu quero quitar o cartão que vai até novembro e não consigo. Assim que acabar vou cancelar. Péssimo.",1.0
